,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
20,2.1515537468480272,2.197172080957003,50.0,0.25,0.0,0.0,0.0,0.7188811886114306,70.0,0.875,0.761904776096344,0.625,1.0,0.23499647506855884,0.5795266524988947,63.63636363636363,0.6875,0.20000000298023224,0.5,0.125,2.002149180624295,1.8366014957675547,46.666666666666664,0.7333333333333334,0.5858586132526398,0.4761904925107956,0.9000000059604645,0.693682265580719,1.8892718258078565,57.14285714285714,0.08333333333333333,0.0,0.0,0.0,0.4650093689439363,2.096887169079842,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.0656583513859147,1.0348540442959517,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.3879544970189933,1.2342783899083334,66.66666666666666,0.5,0.0,0.0,0.0,0.46214440117689665,0.6819944984633877,42.857142857142854,0.9166666666666666,0.0,0.0,0.0,0.5406183855944573,0.6918048309831514,55.55555555555556,0.5930555555555556,0.0,0.0,0.0,0.689777885341357,2.3056004632244163,50.0,0.6166666666666667,0.38461539149284363,0.3125,0.5,0.3466537492647337,1.245712884979255,50.0,0.875,0.25,0.5,0.1666666716337204,0.5443504244051143,1.8443776135987147,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.30415175305650327
21,0.2047565102214474,0.79309943201995,37.5,0.375,0.2857142686843872,0.3333333432674408,0.25,0.44995522265373866,70.0,0.7166666666666667,0.7500000298023224,0.8571428656578064,0.75,0.2450554278322956,1.0304262575445535,63.63636363636363,0.65,0.25,0.5,0.1666666716337204,0.18170369372199902,0.9814243546491449,53.333333333333336,0.6666666666666667,0.45000000298023224,0.5000000149011612,0.45000000298023224,0.1629771296844941,0.8313099504154146,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6548095549456231,0.5494963558090638,50.0,0.7777777777777778,0.5714285373687744,0.5,0.6666666865348816,0.42367070731258305,0.8351956461561592,57.14285714285714,0.75,0.0,0.0,0.0,0.4218265363757454,1.3832902864511214,66.66666666666666,0.41666666666666663,0.0,0.0,0.0,0.10687262574256486,1.8608184112984307,42.857142857142854,0.5833333333333334,0.0,0.0,0.0,0.5429872988817099,0.6894246435518069,55.55555555555556,0.7611111111111111,0.0,0.0,0.0,0.6870679590562709,1.115623658872933,70.0,0.90625,0.7333333492279053,0.5833333432674408,1.0,0.15187582397992933,0.7365043312083852,60.0,0.5833333333333333,0.75,0.8333333432674408,0.7000000029802322,0.08236299560503187,0.7367113946565836,50.0,0.4166666666666667,0.3636363744735718,0.4000000059604645,0.3333333432674408,0.4481349817426338
22,0.34596789606492234,0.850267137816262,37.5,0.375,0.2857142686843872,0.3333333432674408,0.25,0.5343096610360021,70.0,0.65,0.8636363744735718,0.8333333432674408,0.9000000059604645,0.6334267177857236,0.5689911300629151,54.54545454545454,0.9,0.20000000298023224,0.25,0.1666666716337204,0.5117809075806735,1.0646066260869445,66.66666666666666,0.55,0.6666666865348816,0.6333333551883698,0.7083333432674408,0.08126684861392576,1.355546904795311,57.14285714285714,0.08333333333333333,0.0,0.0,0.0,0.4410398784605538,0.6184880390628666,66.66666666666666,0.6666666666666666,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.17560673902293733,0.6809731377889746,71.42857142857143,0.8333333333333334,0.5,1.0,0.3333333432674408,0.5492470921320501,0.9546611840354936,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.11061354899222732,0.6670811184491606,42.857142857142854,0.8333333333333334,0.0,0.0,0.0,0.4887994147355239,0.6884485478739615,55.55555555555556,0.6597222222222222,0.0,0.0,0.0,0.6923236639898194,0.9960386056793844,60.0,0.6166666666666667,0.7999999821186066,0.7142857164144516,1.0,0.2930644595464214,1.9095435666013867,40.0,0.9166666666666667,0.1428571492433548,0.5,0.0833333358168602,0.026683722042681247,1.2164234783231098,60.0,0.48333333333333334,0.6666666567325592,1.0,0.6000000014901161,0.23602985338860324
23,0.3473121098356567,1.0347287174434654,37.5,0.375,0.444444477558136,0.4000000059604645,0.5,0.5770367821370204,80.0,0.9583333333333333,0.7878788113594055,0.75,0.9166666567325592,0.34333231947099807,0.5544142540451645,72.72727272727273,0.8125,0.7857142686843872,0.8333333432674408,0.75,0.5760746460757008,1.8835700740781642,60.0,0.7166666666666667,0.3333333432674408,0.5,0.25,0.19941677740557728,1.4298738508074502,57.14285714285714,0.08333333333333333,0.0,0.0,0.0,0.24762450814255732,0.5763679313531568,50.0,0.7777777777777778,0.5714285373687744,0.5,0.6666666865348816,0.4329548388705481,1.0905217990438454,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.37685322470556654,1.4636629642013181,66.66666666666666,0.45833333333333337,0.0,0.0,0.0,0.0727029335393539,0.8144065707937881,57.14285714285714,0.8333333333333334,0.4000000059604645,1.0,0.25,0.26863479706615223,0.6475079244373281,55.55555555555556,0.8263888888888888,0.0,0.0,0.0,0.6906570106815526,1.9373929920183794,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.3366105700748256,1.7185962725492392,40.0,0.65,0.1666666567325592,0.5,0.10000000149011612,0.06343902924896266,1.1987114847200533,60.0,0.75,0.75,1.0,0.6666666716337204,0.5173381609696905
24,1.192648911422993,2.543927124052205,50.0,0.25,0.0,0.0,0.0,0.5874157074445637,70.0,0.9166666666666667,0.761904776096344,0.625,1.0,0.3335048703681467,0.612787573005592,63.63636363636363,0.9375,0.20000000298023224,0.5,0.125,0.5775838095865361,1.6930749895751604,40.0,0.6833333333333333,0.5096153914928436,0.3958333358168602,0.75,1.0297887596779247,1.9240786173392286,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.7061980598525804,0.7075361787428344,66.66666666666666,0.7777777777777778,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.41424658247263557,0.7724952803231421,71.42857142857143,0.8333333333333334,0.5,1.0,0.3333333432674408,0.17698342703652975,1.24974267082304,55.55555555555556,0.5833333333333333,0.25,0.20000000298023224,0.3333333432674408,0.02614834500275642,0.4704542847945934,71.42857142857143,0.9166666666666666,0.6666666865348816,1.0,0.5,0.25601171011776575,0.6878986569594137,61.111111111111114,0.6916666666666668,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.44482575422873205,1.3126093772560377,50.0,0.7166666666666667,0.0,0.0,0.0,0.38607284869907926,0.8561330296055999,60.0,0.6166666666666667,0.6666666865348816,0.875,0.550000011920929,0.06861513850687642,0.9245338741241905,60.0,0.6166666666666667,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.1721536124693184
25,0.009022279414761303,2.176786764803409,50.0,0.3125,0.0,0.0,0.0,0.5183656172521953,60.0,0.9166666666666667,0.717948704957962,0.6071428656578064,0.9166666567325592,0.39699529707737313,0.5600078034257893,54.54545454545454,0.7083333333333333,0.25,0.25,0.25,0.31465541049717977,0.948136900937095,66.66666666666666,0.6875,0.5666666775941849,0.75,0.4583333432674408,0.08675166426311971,1.8916787867946232,57.14285714285714,0.08333333333333333,0.0,0.0,0.0,0.4076712867064056,0.6694669709738467,66.66666666666666,0.7777777777777778,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.3186115144482452,0.8462293348958748,71.42857142857143,0.8333333333333334,0.5,1.0,0.3333333432674408,0.23386939251715047,1.6676393077263008,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.024121943895702855,1.0918060226089328,42.857142857142854,0.8333333333333334,0.0,0.0,0.0,0.1337887087516362,0.6853753707446821,66.66666666666666,0.6777777777777777,0.19047619899113974,0.3333333333333333,0.13333333532015482,0.6941962665776724,0.6184467239054952,60.0,0.7166666666666667,0.6666666865348816,0.75,0.75,0.05980773456016772,0.6566563479414588,70.0,0.75,0.8846153616905212,0.8571428656578064,0.9166666567325592,0.03642375483010199,2.510039575398298,40.0,0.7916666666666667,0.1428571492433548,0.5,0.0833333358168602,1.3679790391774882
26,0.02336983475898169,1.2890610923551087,37.5,0.375,0.0,0.0,0.0,0.44218319500101205,90.0,1.0,0.9545454680919647,1.0,0.9166666567325592,0.4080377165035396,1.6443285542480999,63.63636363636363,0.84375,0.20000000298023224,0.5,0.125,0.15644442581371137,1.4992247582510174,66.66666666666666,0.6770833333333333,0.45000000298023224,1.0,0.2916666716337204,0.5125429681430745,1.2176128890690363,42.857142857142854,0.08333333333333333,0.0,0.0,0.0,0.3678541690122904,0.640251059236758,66.66666666666666,0.7777777777777778,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.8385067080204276,1.4761673281883747,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,1.3730011367092019,2.3208562994855573,66.66666666666666,0.41666666666666663,0.0,0.0,0.0,0.127418809053384,0.5338317328335352,71.42857142857143,0.8333333333333334,0.6666666865348816,1.0,0.5,0.20805837002580044,0.6737244913467834,55.55555555555556,0.625,0.0,0.0,0.0,0.5701790167825724,1.9233322588303712,60.0,0.9375,0.6969697177410126,0.5357142984867096,1.0,0.2878275715000861,0.7948166635351201,70.0,0.8333333333333333,0.4166666567325592,0.4166666567325592,0.4166666567325592,0.011592619474749242,0.9076648538766605,70.0,0.4166666666666667,0.4615384638309479,0.4285714328289032,0.5,0.0458940196306559
27,0.015927614014961195,2.0238349469176877,37.5,0.25,0.0,0.0,0.0,1.3144062236899523,30.0,0.9166666666666667,0.0,0.0,0.0,0.4994419548003648,2.519120579151131,54.54545454545454,0.375,0.0,0.0,0.0,0.4114591634259594,1.0334936753100377,66.66666666666666,0.6770833333333333,0.6666666865348816,0.6333333551883698,0.7083333432674408,0.05207087837646344,0.6824483787044364,28.57142857142857,0.4166666666666667,0.444444477558136,0.3333333432674408,0.6666666865348816,0.38168103851167756,0.5966145241827988,83.33333333333334,0.7777777777777778,0.800000011920929,1.0,0.6666666865348816,0.04952499533014667,1.085410708719395,71.42857142857143,0.8333333333333334,0.5,1.0,0.3333333432674408,0.02339654589848616,3.616086870979363,66.66666666666666,0.48333333333333334,0.0,0.0,0.0,0.012465433115865383,1.2042654655936889,42.857142857142854,0.8333333333333334,0.0,0.0,0.0,0.688654448749993,0.6399191293600067,72.22222222222221,0.9222222222222222,0.4126984278361003,0.6666666666666666,0.3000000019868215,0.69394715520798,1.02575691258159,70.0,0.6166666666666667,0.5833333432674408,1.0,0.4166666716337204,1.321916571826243,1.00600825959068,60.0,0.6166666666666667,0.6190476417541504,1.0,0.45000000298023224,0.007924275813676707,1.0779005975934992,60.0,0.65,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.21457415206696165
28,0.04910307773721578,1.8720283661998742,50.0,0.25,0.0,0.0,0.0,0.460859502760805,70.0,0.9583333333333333,0.75,0.6666666567325592,0.9166666567325592,0.07576327248220348,0.6429412428026392,81.81818181818183,0.71875,0.7777778208255768,0.6500000059604645,1.0,0.19602660363076746,0.9713002524285638,60.0,0.7166666666666667,0.48571430146694183,0.6666666716337204,0.45000000298023224,0.11404533612875216,1.4662309057532672,14.285714285714285,0.08333333333333333,0.0,0.0,0.0,0.7437275220770775,1.0658603590381885,66.66666666666666,0.8888888888888888,0.5,1.0,0.3333333432674408,0.005462405316935857,0.6919828718976017,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.24424974883628173,1.3625528805340705,77.77777777777779,0.5833333333333333,0.25,0.5,0.1666666716337204,0.034008552552791206,0.6481098671046651,71.42857142857143,0.8333333333333334,0.800000011920929,0.6666666865348816,1.0,0.7853710639888244,0.6340854418727752,55.55555555555556,0.7402777777777777,0.0,0.0,0.0,1.282963546433943,0.565751725356689,70.0,0.9375,0.7083333432674408,0.625,0.875,0.3387046427200457,4.665686006181254,30.0,0.75,0.0,0.0,0.0,0.01542402352460726,1.366390093804045,60.0,0.5833333333333333,0.6190476417541504,1.0,0.45000000298023224,0.4115096826418916
29,0.2719530712952709,2.0743002762236116,50.0,0.1875,0.0,0.0,0.0,1.0075863177348308,70.0,0.9583333333333333,0.761904776096344,0.625,1.0,0.21975456908816096,0.7321853350023708,63.63636363636363,0.5833333333333333,0.6666666716337204,0.625,0.75,0.10817882917004099,1.6128967809484451,53.333333333333336,0.7,0.6444444805383682,0.5428571552038193,0.8333333432674408,1.2629250976223287,1.1239412612361954,42.857142857142854,0.0,0.0,0.0,0.0,0.4075578891681414,0.5847330525554617,66.66666666666666,0.7777777777777778,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.010466997166609192,1.639817170605074,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.08961833703438304,1.5759474836802736,55.55555555555556,0.55,0.25,0.20000000298023224,0.3333333432674408,0.934465159335571,0.5592395058489308,71.42857142857143,0.8333333333333334,0.800000011920929,0.6666666865348816,1.0,0.09150239342376301,0.5558466842678197,55.55555555555556,0.8930555555555556,0.0,0.0,0.0,1.3206624419284179,1.9020619213815042,60.0,0.8125,0.6969697177410126,0.5357142984867096,1.0,0.12242173944954671,1.2928064771472816,40.0,0.5166666666666666,0.4761904925107956,0.75,0.3500000014901161,0.015344301537208864,1.8543767616445748,70.0,0.3333333333333333,0.761904776096344,0.625,1.0,0.002293022601598615
30,0.09955228151132924,1.708545072836222,50.0,0.3125,0.0,0.0,0.0,1.125437186690641,70.0,0.9583333333333333,0.761904776096344,0.625,1.0,0.5272629566950858,1.5580376264653388,45.45454545454545,0.8333333333333333,0.6727272868156433,0.5208333432674408,1.0,1.9011919981484913,1.0509610501238533,66.66666666666666,0.6145833333333333,0.7000000178813934,0.75,0.7083333432674408,0.27416862931519154,2.5507601835468643,42.857142857142854,0.08333333333333333,0.0,0.0,0.0,0.2844372384877119,0.6357018529534745,66.66666666666666,0.7777777777777778,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.10404466054142725,0.8198235688701743,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.08841616024718968,1.3460041358052983,77.77777777777779,0.45833333333333337,0.75,0.75,0.75,0.0009349424259130809,0.6026305420278616,57.14285714285714,0.8333333333333334,0.6666666865348816,0.6000000238418579,0.75,0.9621796378734848,0.5748934368013241,55.55555555555556,0.9138888888888889,0.0,0.0,0.0,0.8067476081233391,2.3641354837229303,50.0,0.5,0.6666666865348816,0.5,1.0,0.015012353831983596,1.0524626465019251,40.0,0.7083333333333334,0.27272728085517883,0.30000001192092896,0.25,0.018363599336424764,0.8646011664317422,70.0,0.6166666666666667,0.8636363744735718,0.8333333432674408,0.9000000059604645,0.021908213684083508
31,0.05731687262792145,1.383143414393238,37.5,0.4375,0.444444477558136,0.4000000059604645,0.5,0.3692764383422669,80.0,0.6833333333333333,0.9166666865348816,0.8571428656578064,1.0,0.26235680184133153,0.6392221221560855,63.63636363636363,0.8333333333333333,0.5,0.5,0.5,0.06980798500583281,1.0772880610402416,66.66666666666666,0.7083333333333333,0.533333346247673,0.75,0.4166666716337204,0.049235595851082115,1.1405840538290324,14.285714285714285,0.08333333333333333,0.0,0.0,0.0,0.30526783444835115,0.7724549168331251,83.33333333333334,0.7777777777777778,0.800000011920929,1.0,0.6666666865348816,0.0066301678522643565,1.126097902572059,71.42857142857143,0.8333333333333334,0.5,1.0,0.3333333432674408,0.040488347493334687,2.6396408499077797,66.66666666666666,0.6666666666666667,0.0,0.0,0.0,0.07823156127951296,1.2830020402429871,42.857142857142854,0.8333333333333334,0.0,0.0,0.0,0.019225320798100135,0.6036592819614828,55.55555555555556,0.75,0.0,0.0,0.0,0.3549099686558184,2.1732876790630953,50.0,0.4375,0.6666666865348816,0.5,1.0,0.026503715855522074,1.494636122779189,50.0,0.375,0.25,0.5,0.1666666716337204,0.004450344306915257,0.957838798709447,70.0,0.8333333333333333,0.75,0.6666666567325592,0.9166666567325592,0.007332015245254567
32,0.4868896560217158,2.914349645652513,50.0,0.1875,0.0,0.0,0.0,0.8817756097536922,70.0,1.0,0.761904776096344,0.625,1.0,0.11640732723562089,0.6560683243720593,63.63636363636363,0.9333333333333333,0.533333346247673,0.75,0.4166666716337204,0.1485262907807204,1.4050176265993874,46.666666666666664,0.75,0.5499999821186066,0.4642857164144516,0.75,0.43002093454530893,2.012049816297145,14.285714285714285,0.08333333333333333,0.0,0.0,0.0,0.35347969183827677,0.6057813838427493,66.66666666666666,0.7777777777777778,0.6666666865348816,0.6666666865348816,0.6666666865348816,1.8113468793717789,1.7162186301763847,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.017773505364613192,1.4661093218695491,77.77777777777779,0.5833333333333333,0.25,0.5,0.1666666716337204,0.15391415524562574,0.5663413240869762,71.42857142857143,0.75,0.75,0.75,0.75,0.011065241605621275,0.5350356297566687,55.55555555555556,0.6875,0.0,0.0,0.0,0.7000187168955716,1.843587179689499,70.0,0.84375,0.8636363744735718,0.7857142984867096,1.0,0.0029489244425686158,1.161284509625096,70.0,0.3333333333333333,0.75,0.6666666567325592,0.9166666567325592,0.017788913311756943,0.9598402324686438,70.0,0.55,0.8636363744735718,0.8333333432674408,0.9000000059604645,0.008824152165420162
33,0.005119001602829332,2.2667070953939574,50.0,0.25,0.0,0.0,0.0,0.4377234850409099,80.0,0.6833333333333333,0.875,1.0,0.800000011920929,1.0378399043284752,1.4554353715340314,54.54545454545454,0.875,0.6666666865348816,0.5,1.0,0.26939418391451997,1.1250840744427628,66.66666666666666,0.6979166666666667,0.375,0.375,0.375,0.10003043103655236,2.209181148804416,14.285714285714285,0.08333333333333333,0.0,0.0,0.0,0.3681515230917557,0.6059531940803214,83.33333333333334,0.7777777777777778,0.800000011920929,1.0,0.6666666865348816,0.021123878282904764,0.8697430004314769,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,4.980227201441485,1.9390204538009768,77.77777777777779,0.48333333333333334,0.25,0.5,0.1666666716337204,0.030982994550182046,0.7549262043849941,71.42857142857143,0.8333333333333334,0.6666666865348816,1.0,0.5,0.6545168534582786,0.8785174684986375,55.55555555555556,0.7569444444444445,0.0,0.0,0.0,0.3788009651120755,1.7589124993889542,70.0,0.90625,0.7333333492279053,0.5833333432674408,1.0,0.006323706070200844,1.1234770632121625,40.0,0.5833333333333333,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.003705566666332932,0.9493076037728476,60.0,0.6833333333333333,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.010695192354431383
34,0.05549902342153368,2.7324760923695033,50.0,0.3125,0.0,0.0,0.0,0.8967636259435345,70.0,0.75,0.7083333432674408,1.0,0.550000011920929,1.3279603600128462,0.754662015839677,63.63636363636363,0.6875,0.3333333432674408,0.5,0.25,0.02551903604610025,1.168672865871135,66.66666666666666,0.7,0.533333346247673,0.8333333432674408,0.4583333432674408,0.012285717972381016,2.616982640844474,14.285714285714285,0.0,0.0,0.0,0.0,0.23186157253694245,0.561336338892838,66.66666666666666,0.7777777777777778,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.06100344316922174,1.84488643382128,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,1.322180220653443,2.992243999482407,66.66666666666666,0.45,0.0,0.0,0.0,0.18602807385684678,0.6665387297945021,57.14285714285714,0.8333333333333334,0.6666666865348816,0.6000000238418579,0.75,0.03768620032888513,0.8048888453580955,61.111111111111114,0.7666666666666666,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.6985589699032558,3.1519539333065274,50.0,0.6166666666666667,0.38461539149284363,0.3125,0.5,0.06443000135585776,1.2924305261396138,50.0,0.6666666666666666,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.002783081206371333,1.1586557801562976,70.0,0.4166666666666667,0.4615384638309479,0.4285714328289032,0.5,0.001211407736001022
35,0.007975371430792884,3.0693168906234245,50.0,0.3125,0.0,0.0,0.0,1.5473496019274493,70.0,0.875,0.761904776096344,0.625,1.0,1.111711795435287,0.8759899440709809,72.72727272727273,0.9,0.8333333432674408,0.75,1.0,0.31300574997275477,1.9237687956188292,53.333333333333336,0.55,0.5795454680919647,0.4999999925494194,0.75,0.2647071861507305,2.5506485367013547,14.285714285714285,0.0,0.0,0.0,0.0,0.07992642858087166,0.6251950349982837,83.33333333333334,0.7777777777777778,0.800000011920929,1.0,0.6666666865348816,0.3288970209375758,1.334990846201073,71.42857142857143,0.75,0.5,1.0,0.3333333432674408,0.09344235979139168,1.790788466166022,44.44444444444444,0.75,0.25,0.1666666716337204,0.5,0.001154049494515923,1.4470465169848812,57.14285714285714,0.8333333333333334,0.7272727489471436,0.5714285969734192,1.0,1.0854966463752145,0.9132468184661369,66.66666666666666,0.6944444444444443,0.16666666666666666,0.3333333333333333,0.11111111442248027,2.387560148989442,3.638164191642331,50.0,0.875,0.6666666865348816,0.5,1.0,0.051198535071891656,1.5075745203310524,40.0,0.3333333333333333,0.30000001192092896,0.375,0.25,0.428632536056797,1.9293586589388654,70.0,0.4166666666666667,0.761904776096344,0.625,1.0,0.0018190248616308325
36,0.00808546235709879,1.6368081468474236,50.0,0.375,0.5,0.5,0.5,0.26341047898793624,80.0,1.0,0.4615384638309479,0.4285714328289032,0.5,0.026896079209675752,3.3961358925624414,54.54545454545454,0.875,0.0,0.0,0.0,3.332284873851492,1.3671546908266747,60.0,0.7083333333333333,0.625,0.5750000029802322,0.7083333432674408,0.6631666143325542,2.856041907005348,14.285714285714285,0.16666666666666666,0.0,0.0,0.0,0.31855773968418916,1.4141334633964595,50.0,1.0,0.0,0.0,0.0,0.003231508083614712,0.5130189014505729,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.03910755682322688,1.9291006495566394,77.77777777777779,0.5166666666666666,0.25,0.5,0.1666666716337204,0.007158696575716683,0.9691651357397176,71.42857142857143,0.75,0.6666666865348816,1.0,0.5,0.014249005338832835,0.5531362516182798,77.77777777777779,0.9361111111111112,0.7111111283302307,0.8333333333333334,0.7222222288449606,0.4788745899377531,2.867307501606583,50.0,0.375,0.0,0.0,0.0,0.1032458434331107,1.847158224740094,50.0,0.39285714285714285,0.222222238779068,0.5,0.1428571492433548,0.01416441559583809,1.457006486637797,50.0,0.8333333333333333,0.25,0.5,0.1666666716337204,0.005663104662730323
37,0.25047147369053246,1.903401880155909,37.5,0.3125,0.2857142686843872,0.3333333432674408,0.25,0.3982209477849561,90.0,0.7166666666666667,0.944444477558136,1.0,0.9000000059604645,0.01704374740373972,1.2228220720179979,63.63636363636363,0.75,0.5,0.5,0.5,1.2076823147726106,0.928929454887124,73.33333333333333,0.7166666666666667,0.625,0.75,0.550000011920929,0.40393733666463466,1.926322218768101,14.285714285714285,0.0,0.0,0.0,0.0,0.2535959697483564,1.079783225044458,66.66666666666666,0.8888888888888888,0.5,1.0,0.3333333432674408,0.008713250248659344,0.9206282591548203,85.71428571428571,0.8333333333333334,0.800000011920929,1.0,0.6666666865348816,0.3240180542586421,2.6017819583892363,66.66666666666666,0.48333333333333334,0.0,0.0,0.0,0.0029006745008809576,1.122741427279855,57.14285714285714,0.75,0.4000000059604645,1.0,0.25,0.15641684029917266,0.3363052054567082,77.77777777777779,1.0,0.4888888994852702,0.6666666666666666,0.3888888955116272,2.2365843213184275,0.9825072526815697,60.0,0.8125,0.6666666716337204,0.75,0.625,1.124223605084751,2.137545259294658,40.0,0.5833333333333333,0.25,0.3333333432674408,0.20000000298023224,0.0015942973391416494,1.4596145904329636,60.0,0.5833333333333333,0.6190476417541504,1.0,0.45000000298023224,0.0019851275413931883
38,0.6069814384202658,3.807139299105032,50.0,0.125,0.0,0.0,0.0,0.6495843623902468,80.0,0.7166666666666667,0.9166666865348816,0.8571428656578064,1.0,0.04795084473600678,1.7513705112128704,63.63636363636363,0.875,0.6500000059604645,0.5000000149011612,1.0,0.024941197619385583,1.2444682196800518,73.33333333333333,0.6000000000000001,0.6500000357627869,0.6500000059604645,0.6500000059604645,0.20421005117774463,2.9447228472285265,14.285714285714285,0.0,0.0,0.0,0.0,0.13268636889645055,0.6021322242049102,66.66666666666666,0.7777777777777778,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.0008525173448358522,1.6791684713988737,71.42857142857143,0.8333333333333334,0.5,1.0,0.3333333432674408,0.16412639613641478,2.1690853826676024,77.77777777777779,0.55,0.25,0.5,0.1666666716337204,0.0020506477532891724,0.5179682152806901,57.14285714285714,0.8333333333333334,0.6666666865348816,0.6000000238418579,0.75,0.04834513034605293,0.19123202337186723,88.88888888888889,0.8333333333333334,0.8888888955116272,0.8333333333333334,1.0,0.023736214438233275,2.3696654242251887,70.0,0.65,0.4545454680919647,0.4166666567325592,0.5,0.005555821788014863,1.520537592996411,30.0,0.3333333333333333,0.222222238779068,0.3333333432674408,0.1666666716337204,0.000937640122463679,1.4303742665011927,60.0,0.65,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.017229109052427423
39,0.12420872070898396,1.7583536275617768,50.0,0.3125,0.5,0.5,0.5,0.6377027548642129,80.0,1.0,0.7948718070983887,0.6785714328289032,1.0,0.000528403939324051,0.7215023047578203,63.63636363636363,0.5833333333333333,0.25,0.3333333432674408,0.20000000298023224,0.2855548888914489,1.1565702385156187,73.33333333333333,0.7083333333333333,0.7083333432674408,0.7083333432674408,0.7083333432674408,0.00529029247102399,3.5308701385905445,42.857142857142854,0.0,0.0,0.0,0.0,0.23838456966220833,1.7752589691966711,66.66666666666666,1.0,0.5,1.0,0.3333333432674408,0.12891643735624628,0.9475205719467104,85.71428571428571,0.75,0.800000011920929,1.0,0.6666666865348816,0.040607850843693394,1.725520758546219,66.66666666666666,0.55,0.20000000298023224,0.25,0.1666666716337204,0.03003582548981985,2.13751363598437,57.14285714285714,0.5833333333333334,0.4000000059604645,1.0,0.25,0.017134008937767294,0.47325724394118257,77.77777777777779,0.8333333333333334,0.5555555621782938,0.5,0.6666666666666666,0.8970430245131861,1.3727760646674607,60.0,0.8125,0.6666666716337204,0.75,0.625,0.003254711398210657,1.6333546373750756,80.0,0.625,0.9285714328289032,0.875,1.0,0.011911248400424353,1.8943150578590295,50.0,0.9166666666666667,0.25,0.5,0.1666666716337204,0.0011944674377535433
